parcel_num,Category,building_class,year,acres,sqft
6340-015-015,Existing,"Warehousing, Distribution, Storage",1987,2,40000
6340-015-018,Existing,"Warehousing, Distribution, Storage",1980,12,285000
6340-015-019,Existing,"Warehousing, Distribution, Storage",1980,5,123000
6340-015-023,Existing,"Warehousing, Distribution, Storage",1990,1,28000
6340-015-024,Existing,"Warehousing, Distribution, Storage",1986,2,43000
6340-015-029,Existing,"Warehousing, Distribution, Storage",1986,2,45000
6340-016-003,Existing,"Warehousing, Distribution, Storage",1980,3,74000
6340-016-004,Existing,"Warehousing, Distribution, Storage",1980,2,47000
6340-017-005,Existing,"Warehousing, Distribution, Storage",1980,2,37000
6340-017-006,Existing,"Warehousing, Distribution, Storage",1980,2,50000
6340-017-012,Existing,"Warehousing, Distribution, Storage",1980,3,75000
6340-018-005,Existing,"Warehousing, Distribution, Storage",1980,10,231000
6347-013-012,Existing,"Warehousing, Distribution, Storage",1988,2,47000
6348-004-019,Existing,"Warehousing, Distribution, Storage",1980,3,66000
6348-020-036,Existing,"Warehousing, Distribution, Storage",1980,2,38000
6348-020-053,Existing,"Warehousing, Distribution, Storage",1980,4,106000
6348-020-057,Existing,"Warehousing, Distribution, Storage",2002,8,187000
6348-020-058,Existing,"Warehousing, Distribution, Storage",2002,13,302000
6348-020-061,Existing,"Warehousing, Distribution, Storage",2006,3,60000
6348-022-060,Existing,"Warehousing, Distribution, Storage",2004,2,48000
6350-018-001,Existing,"Warehousing, Distribution, Storage",1980,2,44000
6350-021-039,Existing,"Warehousing, Distribution, Storage",1980,2,47000
6352-008-021,Existing,"Warehousing, Distribution, Storage",1980,2,44000
6353-001-005,Existing,"Warehousing, Distribution, Storage",1980,2,53000
6353-001-021,Existing,"Warehousing, Distribution, Storage",1980,2,37000
6353-002-006,Existing,"Warehousing, Distribution, Storage",1980,2,41000
6353-002-014,Existing,"Warehousing, Distribution, Storage",1987,4,102000
6353-004-004,Existing,"Warehousing, Distribution, Storage",1981,2,47000
6353-004-005,Existing,"Warehousing, Distribution, Storage",1988,2,43000
6353-012-007,Existing,"Warehousing, Distribution, Storage",1980,7,162000
6353-013-015,Existing,"Warehousing, Distribution, Storage",1980,1,30000
6353-013-021,Existing,"Warehousing, Distribution, Storage",1980,2,36000
6353-015-020,Existing,"Warehousing, Distribution, Storage",1990,2,55000
6353-015-025,Existing,"Warehousing, Distribution, Storage",1980,1,29000
6353-016-022,Existing,"Warehousing, Distribution, Storage",1980,3,82000
6353-016-028,Existing,"Warehousing, Distribution, Storage",1986,1,30000
6353-017-005,Existing,"Warehousing, Distribution, Storage",1980,2,53000
6353-017-011,Existing,"Warehousing, Distribution, Storage",1983,2,38000
6353-017-020,Existing,"Warehousing, Distribution, Storage",1987,2,52000
6353-017-021,Existing,"Warehousing, Distribution, Storage",1988,2,50000
6353-019-014,Existing,"Warehousing, Distribution, Storage",1980,1,32000
6353-019-016,Existing,"Warehousing, Distribution, Storage",1988,5,129000
6354-021-013,Existing,"Warehousing, Distribution, Storage",1980,1,35000
6354-021-015,Existing,"Warehousing, Distribution, Storage",1980,1,31000
6354-021-053,Existing,"Warehousing, Distribution, Storage",1980,1,32000
6354-021-060,Existing,"Warehousing, Distribution, Storage",1980,1,36000
6354-022-017,Existing,"Warehousing, Distribution, Storage",1980,1,35000
6354-022-028,Existing,"Warehousing, Distribution, Storage",1980,2,37000
6354-022-030,Existing,"Warehousing, Distribution, Storage",1980,2,50000
6354-024-013,Existing,"Warehousing, Distribution, Storage",1980,3,63000
6354-024-015,Existing,"Warehousing, Distribution, Storage",1980,2,42000
6354-024-024,Existing,"Warehousing, Distribution, Storage",1980,6,136000
6354-024-025,Existing,"Warehousing, Distribution, Storage",1980,4,100000
6354-024-026,Existing,"Warehousing, Distribution, Storage",1980,4,93000
6354-024-027,Existing,"Warehousing, Distribution, Storage",1980,3,73000
6354-024-048,Existing,"Warehousing, Distribution, Storage",2006,5,119000
6354-025-016,Existing,"Warehousing, Distribution, Storage",1980,21,506000
6354-026-011,Existing,"Warehousing, Distribution, Storage",1980,9,210000
6354-026-012,Existing,"Warehousing, Distribution, Storage",1980,8,196000
6354-027-016,Existing,"Warehousing, Distribution, Storage",1980,2,56000
6354-027-019,Existing,"Warehousing, Distribution, Storage",1980,1,29000
6354-027-021,Existing,"Warehousing, Distribution, Storage",1980,2,50000
6354-027-029,Existing,"Warehousing, Distribution, Storage",2016,4,92000
6354-028-020,Existing,"Warehousing, Distribution, Storage",1986,7,161000
6354-028-032,Existing,"Warehousing, Distribution, Storage",1980,1,28000
6354-028-033,Existing,"Warehousing, Distribution, Storage",1980,4,95000
6354-029-012,Existing,"Warehousing, Distribution, Storage",1980,3,76000
6354-030-049,Existing,"Warehousing, Distribution, Storage",1985,3,75000
6354-032-012,Existing,"Warehousing, Distribution, Storage",1980,2,58000
6354-032-013,Existing,"Warehousing, Distribution, Storage",1980,2,58000
6354-032-014,Existing,"Warehousing, Distribution, Storage",1980,2,43000
6354-032-015,Existing,"Warehousing, Distribution, Storage",1980,2,36000
6354-032-025,Existing,"Warehousing, Distribution, Storage",1980,2,57000
6354-036-010,Existing,"Warehousing, Distribution, Storage",1980,2,47000
6354-037-001,Existing,"Warehousing, Distribution, Storage",1980,1,30000
6354-037-007,Existing,"Warehousing, Distribution, Storage",1980,2,38000
6356-002-009,Existing,"Warehousing, Distribution, Storage",1980,4,85000
6356-002-013,Existing,"Warehousing, Distribution, Storage",1992,3,76000
6356-004-019,Existing,"Warehousing, Distribution, Storage",1980,2,51000
6356-004-025,Existing,"Warehousing, Distribution, Storage",1980,4,87000
6356-005-005,Existing,"Warehousing, Distribution, Storage",1981,8,188000
6356-005-022,Existing,"Warehousing, Distribution, Storage",1985,5,122000
6356-005-027,Existing,"Warehousing, Distribution, Storage",1988,2,50000
6356-005-031,Existing,"Warehousing, Distribution, Storage",2019,7,177000
6356-006-001,Existing,"Warehousing, Distribution, Storage",1980,4,102000
6356-014-027,Existing,"Warehousing, Distribution, Storage",1981,1,36000
6356-014-031,Existing,"Warehousing, Distribution, Storage",1981,1,30000
6356-016-005,Existing,"Warehousing, Distribution, Storage",1981,2,36000
6356-016-006,Existing,"Warehousing, Distribution, Storage",1981,1,36000
6356-016-007,Existing,"Warehousing, Distribution, Storage",1981,1,33000
6356-016-008,Existing,"Warehousing, Distribution, Storage",1981,1,32000
6356-016-009,Existing,"Warehousing, Distribution, Storage",1981,2,58000
6356-016-010,Existing,"Warehousing, Distribution, Storage",1981,1,29000
6356-016-019,Existing,"Warehousing, Distribution, Storage",1987,1,32000
6356-017-004,Existing,"Warehousing, Distribution, Storage",1980,10,246000
6356-017-022,Existing,"Warehousing, Distribution, Storage",1980,3,67000
6356-017-023,Existing,"Warehousing, Distribution, Storage",1980,2,56000
6356-017-026,Existing,"Warehousing, Distribution, Storage",1980,3,71000
6356-017-027,Existing,"Warehousing, Distribution, Storage",2001,2,48000
6356-018-010,Existing,"Warehousing, Distribution, Storage",1980,3,63000
6356-019-006,Existing,"Warehousing, Distribution, Storage",2014,20,475000
6356-019-007,Existing,"Warehousing, Distribution, Storage",2014,8,182000
6357-001-952,Existing,"Warehousing, Distribution, Storage",1988,12,288000
6357-007-019,Existing,"Warehousing, Distribution, Storage",1980,2,36000
6357-007-027,Existing,"Warehousing, Distribution, Storage",1980,1,30000
6357-007-040,Existing,"Warehousing, Distribution, Storage",1980,11,258000
6357-017-005,Existing,"Warehousing, Distribution, Storage",1980,2,51000
6358-015-035,Existing,"Warehousing, Distribution, Storage",1983,2,54000
6358-019-019,Existing,"Warehousing, Distribution, Storage",1980,1,31000
6358-019-029,Existing,"Warehousing, Distribution, Storage",1980,2,44000
6358-020-044,Existing,"Warehousing, Distribution, Storage",1984,1,29000
6358-025-035,Existing,"Warehousing, Distribution, Storage",1981,3,81000
"6363 Regio Ave Buena Park, CA 90620",Existing,warehouse,1980,5,118000
6368-002-015,Existing,"Warehousing, Distribution, Storage",1998,9,223000
6368-003-001,Existing,"Warehousing, Distribution, Storage",1980,5,118000
6368-003-002,Existing,"Warehousing, Distribution, Storage",1980,2,59000
6368-003-017,Existing,"Warehousing, Distribution, Storage",1980,2,49000
6368-003-019,Existing,"Warehousing, Distribution, Storage",2019,3,72000
6368-005-047,Existing,"Warehousing, Distribution, Storage",2015,1,31000
6368-005-048,Existing,"Warehousing, Distribution, Storage",2015,2,42000
6368-007-015,Existing,"Warehousing, Distribution, Storage",1980,5,132000
6368-007-020,Existing,"Warehousing, Distribution, Storage",1980,1,31000
6368-008-022,Existing,"Warehousing, Distribution, Storage",2019,6,150000
6369-002-005,Existing,"Warehousing, Distribution, Storage",1980,2,40000
6369-002-012,Existing,"Warehousing, Distribution, Storage",2004,4,86000
6369-003-001,Existing,"Warehousing, Distribution, Storage",1980,4,95000
6369-004-002,Existing,"Warehousing, Distribution, Storage",1980,1,30000
6369-004-003,Existing,"Warehousing, Distribution, Storage",1980,1,36000
6369-004-011,Existing,"Warehousing, Distribution, Storage",1980,2,37000
6369-004-013,Existing,"Warehousing, Distribution, Storage",1980,1,30000
6369-004-017,Existing,"Warehousing, Distribution, Storage",1980,1,29000
6369-004-021,Existing,"Warehousing, Distribution, Storage",1980,1,30000
6369-006-024,Existing,"Warehousing, Distribution, Storage",2000,8,186000
6369-006-025,Existing,"Warehousing, Distribution, Storage",2000,8,187000
6369-006-026,Existing,"Warehousing, Distribution, Storage",2000,6,146000
6369-006-039,Existing,"Warehousing, Distribution, Storage",2000,14,342000
6369-009-045,Existing,"Warehousing, Distribution, Storage",1980,2,36000
6369-010-002,Existing,"Warehousing, Distribution, Storage",1980,3,62000
6369-010-012,Existing,"Warehousing, Distribution, Storage",1980,1,30000
6369-010-013,Existing,"Warehousing, Distribution, Storage",1980,1,31000
6369-012-005,Existing,"Warehousing, Distribution, Storage",1980,1,29000
6369-027-001,Existing,"Warehousing, Distribution, Storage",2002,7,180000
6369-027-002,Existing,"Warehousing, Distribution, Storage",2002,11,266000
6369-027-006,Existing,"Warehousing, Distribution, Storage",2003,14,341000
6369-027-018,Existing,"Warehousing, Distribution, Storage",2003,11,254000
6369-027-019,Existing,"Warehousing, Distribution, Storage",2003,8,183000
6369-027-020,Existing,"Warehousing, Distribution, Storage",2003,5,123000
6369-027-021,Existing,"Warehousing, Distribution, Storage",2004,9,216000
6369-027-022,Existing,"Warehousing, Distribution, Storage",2003,6,141000
6369-027-023,Existing,"Warehousing, Distribution, Storage",2003,3,67000
6374-006-019,Existing,"Warehousing, Distribution, Storage",1980,5,113000
6375-009-011,Existing,"Warehousing, Distribution, Storage",1980,8,200000
6375-009-012,Existing,"Warehousing, Distribution, Storage",1980,8,185000
6375-025-021,Existing,"Warehousing, Distribution, Storage",1980,8,204000
6375-025-026,Existing,"Warehousing, Distribution, Storage",1980,3,74000
6382-018-022,Existing,"Warehousing, Distribution, Storage",1980,2,55000
6382-018-028,Existing,"Warehousing, Distribution, Storage",1980,1,29000
6382-018-029,Existing,"Warehousing, Distribution, Storage",1980,2,47000
6383-038-006,Existing,"Warehousing, Distribution, Storage",1988,2,56000
6383-038-008,Existing,"Warehousing, Distribution, Storage",1988,2,46000
"6388 Artesia Blvd Buena Park, CA 90620",Existing,warehouse,1980,2,57000
"6400 Valley View St Buena Park, CA 90620",Existing,warehouse,1980,13,318000
"6450 Caballero Blvd Buena Park, CA 90620",Existing,warehouse,1980,8,183000
"6450 Katella Ave Cypress, CA 90630",Existing,warehouse,1980,22,534000
648030005,Existing,light industrial,1980,5,120000
648050012,Existing,light industrial,1980,64,1538000
648050013,Existing,light industrial,1980,10,251000
648150029,Existing,light industrial,1986,42,999000
"6485 Descanso Ave Buena Park, CA 90620",Existing,warehouse,1980,5,110000
"6485 Oak Canyon Irvine, CA 92618",Existing,warehouse,1980,12,289000
"6489 Oak Canyon Irvine, CA 92618",Existing,warehouse,1980,12,289000
650020031,Existing,light industrial,1980,19,461000
650080020,Existing,warehouse/dry storage,1992,1,30000
650080034,Existing,warehouse/dry storage,1991,2,40000
650080050,Existing,warehouse/dry storage,2006,3,74000
650090018,Existing,warehouse/dry storage,1984,2,44000
650090024,Existing,warehouse/dry storage,1986,2,42000
654170052,Existing,light industrial,2001,14,334000
654170053,Existing,warehouse/dry storage,1982,3,77000
"6545 Caballero Blvd Buena Park, CA 90620",Existing,warehouse,1980,7,170000
"6550 Katella Ave Cypress, CA 90630",Existing,warehouse,1980,14,335000
656020037,Existing,light industrial,1992,7,173000
"6565 Knott Ave Buena Park, CA 90620",Existing,warehouse,1980,27,645000
"6565 Valley View St La Palma, CA 90623",Existing,warehouse,1980,15,367000
"6570 Altura Blvd Buena Park, CA 90620",Existing,warehouse,1980,9,218000
"6600 Katella Ave Cypress, CA 90630",Existing,warehouse,1980,5,129000
"6600 Valley View St Buena Park, CA 90620",Existing,warehouse,1980,13,320000
663270012,Existing,light industrial,2019,8,199000
663280025,Existing,light industrial,2018,18,432000
665030016,Existing,warehouse/dry storage,1989,1,30000
665030063,Existing,light industrial,1991,4,90000
665030075,Existing,light industrial,2002,4,100000
665110006,Existing,light industrial,2021,16,376000
"6660 Orangethorpe Ave Buena Park, CA 90620",Existing,warehouse,1980,19,460000
666050001,Existing,light industrial,2007,10,251000
666060007,Existing,warehouse/dry storage,1989,10,240000
666110022,Existing,light industrial,1980,5,113000
666120012,Existing,warehouse/dry storage,1998,39,933000
666190014,Existing,warehouse/dry storage,2009,3,63000
666190015,Existing,warehouse/dry storage,2007,2,44000
666280023,Existing,warehouse/dry storage,1980,3,74000
666300001,Existing,warehouse/dry storage,1980,1,29000
666330051,Existing,light industrial,1982,6,134000
666330079,Existing,light industrial,1994,5,117000
666330094,Existing,warehouse/dry storage,2015,4,90000
666330097,Existing,light industrial,2004,7,157000
666340040,Existing,light industrial,2020,8,183000
666370022,Existing,light industrial,1985,24,577000
666370034,Existing,light industrial,2019,10,249000
666401009,Existing,warehouse/dry storage,1996,1,31000
666411011,Existing,warehouse/dry storage,1980,3,84000
668280017,Existing,warehouse/dry storage,1980,128,3075000
669060022,Existing,warehouse/dry storage,1980,9,216000
669060025,Existing,warehouse/dry storage,2015,19,451000
669420019,Existing,light industrial,1980,4,89000
669452040,Existing,warehouse/dry storage,1980,2,40000
669452054,Existing,warehouse/dry storage,1980,2,54000
"67 Fairbanks Irvine, CA 92618",Existing,warehouse,1980,8,201000
"6700 Artesia Blvd Buena Park, CA 90620",Existing,warehouse,1980,20,477000
670040007,Existing,light industrial,1980,36,861000
673020046,Existing,warehouse/dry storage,1980,16,376000
673221024,Existing,warehouse/dry storage,1999,5,121000
"675S Placentia Ave Fullerton, CA 92831",Existing,warehouse,1980,13,310000
677250024,Existing,ct-light industrial,1992,14,338000
677260056,Existing,ct-light industrial,1989,8,199000
677420012,Existing,warehouse/dry storage,1983,3,72000
677420015,Existing,warehouse/dry storage,1985,3,72000
677462005,Existing,warehouse/dry storage,1989,2,52000
"6800 Artesia Blvd Buena Park, CA 90620",Existing,warehouse,1980,11,275000
"6800 Valley View St Buena Park, CA 90620",Existing,warehouse,1980,42,1001000
680102006,Existing,warehouse/dry storage,1980,1,34000
680160057,Existing,light industrial,1980,4,86000
680170068,Existing,warehouse/dry storage,1991,2,45000
680190030,Existing,warehouse/dry storage,1983,1,32000
680190039,Existing,warehouse/dry storage,1980,1,33000
681170064,Existing,light industrial,1980,5,118000
687330020,Existing,light industrial,1980,5,118000
687510028,Existing,light industrial,2002,3,83000
687510029,Existing,light industrial,2021,7,157000
"6880 Caballero Blvd Buena Park, CA 90620",Existing,warehouse,1980,6,154000
"6900 Orangethorpe Ave Buena Park, CA 90620",Existing,warehouse,1980,10,240000
"6901 Marlin Cir La Palma, CA 90623",Existing,warehouse,1980,7,161000
"6905 Aragon Cir Buena Park, CA 90620",Existing,warehouse,1980,6,149000
"691 Burning Tree Rd Fullerton, CA 92833",Existing,warehouse,1980,9,216000
693010003,Existing,light industrial,1980,5,123000
693010019,Existing,warehouse/dry storage,1980,2,48000
693230016,Existing,warehouse/dry storage,2007,6,153000
694060026,Existing,warehouse/dry storage,1980,3,75000
694081047,Existing,light industrial,1980,5,111000
6th and Victoria Avenue Warehouse,Planned and Approved,TBD,2025,13,302000
"700 S Raymond Ave Fullerton, CA 92831",Existing,warehouse,1980,9,221000
"7000 Barranca Pky Irvine, CA 92618",Existing,warehouse,1980,9,227000
7001-009-024,Existing,"Warehousing, Distribution, Storage",2001,2,58000
7001-010-014,Existing,"Warehousing, Distribution, Storage",1986,10,238000
7001-010-020,Existing,"Warehousing, Distribution, Storage",1980,2,48000
7001-010-036,Existing,"Warehousing, Distribution, Storage",1980,5,119000
7001-010-037,Existing,"Warehousing, Distribution, Storage",1980,5,115000
7001-010-040,Existing,"Warehousing, Distribution, Storage",1980,2,44000
7001-010-041,Existing,"Warehousing, Distribution, Storage",1980,4,93000
7001-010-042,Existing,"Warehousing, Distribution, Storage",1980,7,160000
7001-010-044,Existing,"Warehousing, Distribution, Storage",1980,2,53000
7001-010-045,Existing,"Warehousing, Distribution, Storage",1980,3,81000
7001-010-051,Existing,"Warehousing, Distribution, Storage",1984,5,111000
7001-010-052,Existing,"Warehousing, Distribution, Storage",1987,4,104000
7001-010-053,Existing,"Warehousing, Distribution, Storage",1987,6,140000
7001-010-054,Existing,"Warehousing, Distribution, Storage",1984,3,61000
7001-010-055,Existing,"Warehousing, Distribution, Storage",1985,2,60000
7001-010-058,Existing,"Warehousing, Distribution, Storage",1988,5,112000
7001-010-059,Existing,"Warehousing, Distribution, Storage",2018,3,63000
7001-010-060,Existing,"Warehousing, Distribution, Storage",1986,4,105000
7001-010-070,Existing,"Warehousing, Distribution, Storage",2002,19,462000
7001-010-076,Existing,"Warehousing, Distribution, Storage",1987,3,78000
7001-010-082,Existing,"Warehousing, Distribution, Storage",2018,23,545000
7001-012-044,Existing,"Warehousing, Distribution, Storage",1999,1,29000
7001-012-047,Existing,"Warehousing, Distribution, Storage",1980,3,65000
7001-013-039,Existing,"Warehousing, Distribution, Storage",1980,5,114000
7001-013-042,Existing,"Warehousing, Distribution, Storage",1980,3,73000
7001-013-071,Existing,"Warehousing, Distribution, Storage",1980,4,91000
7001-013-073,Existing,"Warehousing, Distribution, Storage",1980,8,181000
7001-013-082,Existing,"Warehousing, Distribution, Storage",1980,3,78000
7001-013-091,Existing,"Warehousing, Distribution, Storage",1983,1,33000
7001-013-092,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7001-013-094,Existing,"Warehousing, Distribution, Storage",1980,2,52000
7001-013-126,Existing,"Warehousing, Distribution, Storage",1980,7,171000
7001-014-029,Existing,"Warehousing, Distribution, Storage",1997,9,227000
7001-014-033,Existing,"Warehousing, Distribution, Storage",1980,5,109000
7001-014-036,Existing,"Warehousing, Distribution, Storage",2004,2,56000
7001-014-037,Existing,"Warehousing, Distribution, Storage",2004,2,37000
7001-015-007,Existing,"Warehousing, Distribution, Storage",1989,3,64000
7001-015-015,Existing,"Warehousing, Distribution, Storage",1989,6,134000
7001-015-016,Existing,"Warehousing, Distribution, Storage",1989,4,99000
7001-015-017,Existing,"Warehousing, Distribution, Storage",1998,8,186000
7001-015-019,Existing,"Warehousing, Distribution, Storage",1999,7,169000
7001-018-006,Existing,"Warehousing, Distribution, Storage",1980,2,55000
7001-020-013,Existing,"Warehousing, Distribution, Storage",1996,26,622000
7001-020-023,Existing,"Warehousing, Distribution, Storage",1998,10,238000
7001-020-030,Existing,"Warehousing, Distribution, Storage",1999,1,34000
7001-020-031,Existing,"Warehousing, Distribution, Storage",2000,3,61000
7001-020-032,Existing,"Warehousing, Distribution, Storage",1996,10,251000
7001-020-038,Existing,"Warehousing, Distribution, Storage",1996,7,166000
7001-020-039,Existing,"Warehousing, Distribution, Storage",1999,12,281000
7001-020-040,Existing,"Warehousing, Distribution, Storage",1999,6,132000
7003-001-031,Existing,"Warehousing, Distribution, Storage",1997,5,131000
7003-001-037,Existing,"Warehousing, Distribution, Storage",1989,3,61000
7003-001-038,Existing,"Warehousing, Distribution, Storage",1989,2,43000
7003-001-039,Existing,"Warehousing, Distribution, Storage",1989,1,28000
7003-001-040,Existing,"Warehousing, Distribution, Storage",1989,3,72000
7003-001-041,Existing,"Warehousing, Distribution, Storage",1989,3,67000
7003-001-042,Existing,"Warehousing, Distribution, Storage",1989,11,274000
7003-003-016,Existing,"Warehousing, Distribution, Storage",1980,5,130000
7003-003-023,Existing,"Warehousing, Distribution, Storage",1980,3,77000
7003-003-027,Existing,"Warehousing, Distribution, Storage",1980,2,51000
7003-003-029,Existing,"Warehousing, Distribution, Storage",1980,2,59000
7003-003-034,Existing,"Warehousing, Distribution, Storage",1980,3,81000
7003-003-035,Existing,"Warehousing, Distribution, Storage",1980,3,70000
7003-003-036,Existing,"Warehousing, Distribution, Storage",1980,1,32000
7003-003-037,Existing,"Warehousing, Distribution, Storage",1980,3,83000
7003-004-009,Existing,"Warehousing, Distribution, Storage",1980,2,54000
7003-004-012,Existing,"Warehousing, Distribution, Storage",1980,3,77000
7003-004-013,Existing,"Warehousing, Distribution, Storage",1980,1,31000
7003-004-014,Existing,"Warehousing, Distribution, Storage",1980,4,107000
7003-005-017,Existing,"Warehousing, Distribution, Storage",1988,2,55000
7003-005-020,Existing,"Warehousing, Distribution, Storage",1980,2,60000
7003-005-021,Existing,"Warehousing, Distribution, Storage",1980,4,89000
7003-005-024,Existing,"Warehousing, Distribution, Storage",1980,7,178000
7003-005-025,Existing,"Warehousing, Distribution, Storage",1990,3,83000
7003-005-026,Existing,"Warehousing, Distribution, Storage",1980,8,199000
7003-006-024,Existing,"Warehousing, Distribution, Storage",1990,1,31000
7003-006-025,Existing,"Warehousing, Distribution, Storage",1990,2,45000
7003-011-003,Existing,"Warehousing, Distribution, Storage",1980,6,137000
7003-011-023,Existing,"Warehousing, Distribution, Storage",1980,2,44000
7003-011-028,Existing,"Warehousing, Distribution, Storage",1980,3,70000
7003-011-029,Existing,"Warehousing, Distribution, Storage",1980,5,117000
7003-011-030,Existing,"Warehousing, Distribution, Storage",1980,6,143000
7003-011-031,Existing,"Warehousing, Distribution, Storage",1980,5,131000
7003-011-032,Existing,"Warehousing, Distribution, Storage",1980,5,123000
7003-011-033,Existing,"Warehousing, Distribution, Storage",1980,4,106000
7003-011-035,Existing,"Warehousing, Distribution, Storage",1980,10,243000
7003-011-036,Existing,"Warehousing, Distribution, Storage",1980,13,302000
7003-012-010,Existing,"Warehousing, Distribution, Storage",1980,1,30000
7003-012-016,Existing,"Warehousing, Distribution, Storage",1980,8,192000
7003-012-017,Existing,"Warehousing, Distribution, Storage",1980,4,104000
7003-012-019,Existing,"Warehousing, Distribution, Storage",1980,6,146000
7003-013-002,Existing,"Warehousing, Distribution, Storage",1980,2,37000
7003-013-003,Existing,"Warehousing, Distribution, Storage",2018,4,85000
7003-013-008,Existing,"Warehousing, Distribution, Storage",1980,2,39000
7003-013-009,Existing,"Warehousing, Distribution, Storage",1980,1,35000
7003-013-010,Existing,"Warehousing, Distribution, Storage",1980,1,33000
7003-013-012,Existing,"Warehousing, Distribution, Storage",1980,2,39000
7003-013-016,Existing,"Warehousing, Distribution, Storage",1980,6,134000
7003-013-017,Existing,"Warehousing, Distribution, Storage",1985,5,117000
7003-013-019,Existing,"Warehousing, Distribution, Storage",1980,7,168000
7003-013-022,Existing,"Warehousing, Distribution, Storage",1980,3,76000
7003-014-005,Existing,"Warehousing, Distribution, Storage",1980,4,102000
7003-014-010,Existing,"Warehousing, Distribution, Storage",1989,2,48000
7005-001-017,Existing,"Warehousing, Distribution, Storage",1980,2,42000
7005-001-038,Existing,"Warehousing, Distribution, Storage",1980,4,95000
7005-001-903,Existing,"Warehousing, Distribution, Storage",1987,2,45000
7005-002-042,Existing,"Warehousing, Distribution, Storage",1980,7,179000
7005-002-052,Existing,"Warehousing, Distribution, Storage",1980,1,34000
7005-002-056,Existing,"Warehousing, Distribution, Storage",2004,2,37000
7005-002-057,Existing,"Warehousing, Distribution, Storage",2004,1,30000
7005-003-066,Existing,"Warehousing, Distribution, Storage",1986,12,286000
7005-003-067,Existing,"Warehousing, Distribution, Storage",1997,21,498000
7005-003-069,Existing,"Warehousing, Distribution, Storage",1984,6,140000
7005-004-046,Existing,"Warehousing, Distribution, Storage",1998,1,34000
7005-004-050,Existing,"Warehousing, Distribution, Storage",1980,2,45000
7005-005-061,Existing,"Warehousing, Distribution, Storage",1980,1,36000
7005-005-062,Existing,"Warehousing, Distribution, Storage",1980,2,52000
7005-005-070,Existing,"Warehousing, Distribution, Storage",1980,6,152000
7005-005-075,Existing,"Warehousing, Distribution, Storage",1980,4,104000
7005-005-081,Existing,"Warehousing, Distribution, Storage",1980,2,50000
7005-005-084,Existing,"Warehousing, Distribution, Storage",1980,5,112000
7005-005-090,Existing,"Warehousing, Distribution, Storage",1981,5,122000
7005-005-093,Existing,"Warehousing, Distribution, Storage",1984,2,39000
7005-005-095,Existing,"Warehousing, Distribution, Storage",1985,2,57000
7005-005-096,Existing,"Warehousing, Distribution, Storage",1985,4,96000
7005-005-097,Existing,"Warehousing, Distribution, Storage",1985,4,93000
7005-005-098,Existing,"Warehousing, Distribution, Storage",1985,4,106000
7005-006-032,Existing,"Warehousing, Distribution, Storage",2001,1,35000
7005-006-045,Existing,"Warehousing, Distribution, Storage",1980,2,39000
7005-006-046,Existing,"Warehousing, Distribution, Storage",1980,3,71000
7005-006-048,Existing,"Warehousing, Distribution, Storage",1980,2,59000
7005-006-049,Existing,"Warehousing, Distribution, Storage",1980,2,54000
7005-006-051,Existing,"Warehousing, Distribution, Storage",1980,2,44000
7005-006-053,Existing,"Warehousing, Distribution, Storage",1980,1,34000
7005-006-059,Existing,"Warehousing, Distribution, Storage",1980,17,409000
7005-006-060,Existing,"Warehousing, Distribution, Storage",1983,4,91000
7005-006-066,Existing,"Warehousing, Distribution, Storage",1998,2,38000
7005-006-067,Existing,"Warehousing, Distribution, Storage",1980,3,80000
7005-006-068,Existing,"Warehousing, Distribution, Storage",1980,2,58000
7005-006-070,Existing,"Warehousing, Distribution, Storage",1980,3,70000
7005-006-071,Existing,"Warehousing, Distribution, Storage",1980,3,66000
7005-006-072,Existing,"Warehousing, Distribution, Storage",1980,3,68000
7005-006-073,Existing,"Warehousing, Distribution, Storage",1980,2,51000
7005-006-074,Existing,"Warehousing, Distribution, Storage",1980,2,47000
7005-006-075,Existing,"Warehousing, Distribution, Storage",1980,7,159000
7005-008-083,Existing,"Warehousing, Distribution, Storage",1980,2,51000
7005-008-084,Existing,"Warehousing, Distribution, Storage",2002,2,54000
7005-013-052,Existing,"Warehousing, Distribution, Storage",1980,2,52000
7005-013-055,Existing,"Warehousing, Distribution, Storage",1981,4,94000
7005-013-057,Existing,"Warehousing, Distribution, Storage",1980,9,208000
7005-013-063,Existing,"Warehousing, Distribution, Storage",1980,4,85000
7005-013-064,Existing,"Warehousing, Distribution, Storage",1980,9,216000
7005-013-065,Existing,"Warehousing, Distribution, Storage",1980,8,182000
7005-013-066,Existing,"Warehousing, Distribution, Storage",1980,3,75000
7005-013-067,Existing,"Warehousing, Distribution, Storage",1980,8,180000
7005-014-041,Existing,"Warehousing, Distribution, Storage",1980,3,82000
7005-014-068,Existing,"Warehousing, Distribution, Storage",1980,3,75000
7005-014-072,Existing,"Warehousing, Distribution, Storage",1988,8,191000
"701 S Sally Pl Fullerton, CA 92831",Existing,warehouse,1980,9,206000
7010-015-009,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7010-015-010,Existing,"Warehousing, Distribution, Storage",1980,1,35000
7010-015-015,Existing,"Warehousing, Distribution, Storage",1993,5,109000
7010-015-036,Existing,"Warehousing, Distribution, Storage",1980,6,154000
7010-015-037,Existing,"Warehousing, Distribution, Storage",1980,2,50000
